Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
CheersOye!,Consumer Internet,Mumbai,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Lenskart,Ecommerce,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Zilingo,Ecommerce,Bangalore/ Bangkok,8000000.0,1,Private Equity,Safe,startup_funding_2020,1
Alternacare,Consumer Internet,Delhi,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Simplilearn,Education,Bangalore,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Prozo,Ecommerce,Gurgaon,315000.0,1,Seed Funding,Failed,startup_funding_2020,0
TopRankers,Education,Bangalore,670000.0,1,Seed Funding,Safe,startup_funding_2020,1
BuildTraders,Ecommerce,Bangalore,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Freshboxx,Ecommerce,Hubli,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
CureInstant,Consumer Internet,Delhi,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
Poshtic,Consumer Internet,Noida,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
KarmaCircles,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Purple Style Labs,Consumer Internet,Mumbai,448000.0,1,Seed Funding,Failed,startup_funding_2020,0
Inuxu,Technology,Pune,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Glam Studios,Consumer Internet,Noida,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
Findow,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
IdeaChakki,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
NearBuy,Consumer Internet,Gurgaon,2500000.0,1,Private Equity,Safe,startup_funding_2020,1
ZeroInfy,Consumer Internet,Kolkata,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Flocareer,Consumer Internet,Bangalore,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
LensPick,Ecommerce,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
infeedo,Consumer Internet,Gurgaon,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
GoPigeon,Consumer Internet,Bangalore,1500000.0,1,Private Equity,Safe,startup_funding_2020,1
NewsDistill,Consumer Internet,Hyderabad,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Milofy,Consumer Internet,Bangalore,750000.0,1,Seed Funding,Safe,startup_funding_2020,1
Liqvid,Technology,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Codemojo,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
JustLikeNew,Ecommerce,Hyderabad,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
JoeHukum,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Co Life,Consumer Internet,Bangalore,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
PurpleDocs,Consumer Internet,Vadodara,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
eQuickies,Ecommerce,Ahmedabad,298000.0,1,Seed Funding,Failed,startup_funding_2020,0
Khel Now,Consumer Internet,Delhi,350000.0,1,Seed Funding,Failed,startup_funding_2020,0
Flixy Games,Technology,Bangalore,425000.0,1,Seed Funding,Failed,startup_funding_2020,0
HashTaag,Technology,Bangalore,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
PharmaRack,Technology,Pune,745000.0,1,Private Equity,Safe,startup_funding_2020,1
\\xc2\\xa0CloudCherry,Technology,Chennai,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Parentlane,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
First Moms Club,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
inMotion,Technology,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Let\xe2\x80\x99s Barter,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
EvenGini,Consumer Internet,Chennai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Canvs,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Beardo,Ecommerce,Ahmedabad,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Instacar,Consumer Internet,Indore,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Druva,Technology,Pune,51000000.0,1,Private Equity,Safe,startup_funding_2020,1
Promon,Ecommerce,Delhi,180000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fastudent,Ecommerce,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Unocoin,Consumer Internet,Bangalore,1500000.0,1,Private Equity,Safe,startup_funding_2020,1
Demyto,Consumer Internet,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Zeta,Technology,Mumbai,19000000.0,1,Private Equity,Safe,startup_funding_2020,1
Kalaage,Consumer Internet,Jaipur,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
RepairEasy,Consumer Internet,Pune,275000.0,1,Seed Funding,Failed,startup_funding_2020,0
Tokri,Consumer Internet,Pune,2500000.0,1,Private Equity,Safe,startup_funding_2020,1
Sheroes,Consumer Internet,Noida,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Yumlane,Food & Beverage,Mumbai,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Xcode,Healthcare,Chennai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
ExtraCarbon,Consumer Internet,Gurgaon,225000.0,1,Seed Funding,Failed,startup_funding_2020,0
FlickBay,Consumer Internet,Mumbai,890000.0,1,Seed Funding,Safe,startup_funding_2020,1
Petoo,Consumer Internet,Bangalore,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
lehlehsports,Others,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Tricog,Healthcare,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
VST Travels,Technology,Kerala,27000.0,1,Seed Funding,Failed,startup_funding_2020,0
Wefly Indoor Skydiving,Others,Mumbai,40000.0,1,Seed Funding,Failed,startup_funding_2020,0
Mojarto,Ecommerce,Gurgaon,445000.0,1,Seed Funding,Failed,startup_funding_2020,0
Zeolr/RespirON,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Travelyaari,Consumer Internet,Bangalore,7000000.0,1,Private Equity,Safe,startup_funding_2020,1
91SpringBoard,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Genextstudents,Consumer Internet,Mumbai,209000.0,1,Seed Funding,Failed,startup_funding_2020,0
Faircent.com,Consumer Internet,Gurgaon,1500000.0,1,Private Equity,Safe,startup_funding_2020,1
Innovaccer,Technology,Noida,15600000.0,1,Private Equity,Safe,startup_funding_2020,1
Cuberoot,Technology,Gurgaon,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Funcastic,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Buttercups,Ecommerce,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
OyoRooms,Consumer Internet,Delhi,62000000.0,1,Private Equity,Safe,startup_funding_2020,1
Joolz,Ecommerce,Mumbai,500000.0,1,Private Equity,Safe,startup_funding_2020,1
SaleBhai,Ecommerce,Ahmedabad,1500000.0,1,Private Equity,Safe,startup_funding_2020,1
Makkajai,Technology,Pune,250000.0,1,Seed Funding,Failed,startup_funding_2020,0
Gradopedia,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ZiPi,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Appknox,Technology,Bangalore,675000.0,1,Private Equity,Safe,startup_funding_2020,1
Sesame Software,Technology,Kozhikode,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Digio,Technology,Bangalore,375000.0,1,Private Equity,Safe,startup_funding_2020,1
Ziffity,Technology,Chennai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Zzungry,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Puro Wellness,Healthcare,Mumbai,37000000.0,1,Private Equity,Safe,startup_funding_2020,1
TAC Security,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Notesgen,Consumer Internet,Delhi,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
NearU,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Octo.ai,Technology,Delhi,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
ShaadiSaga,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
UnaAcademy,Consumer Internet,Bangalore,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Advenio,Technology,Chandigarh,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Guarented,Ecommerce,Bangalore,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Beyond Evolution,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Uber Dreams,Ecommerce,Mumbai,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Convegenius,Education,Noida,900000.0,1,Private Equity,Safe,startup_funding_2020,1
UrbanLadder,Ecommerce,Mumbai,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
enCashea,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
EngineerBabu,Technology,Indore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Cult,Healthcare,Bangalore,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
WitWorks,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
NearFox,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Plix,Consumer Internet,Gurgaon,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
MyDidi,Consumer Internet,Mumbai,550000.0,1,Seed Funding,Safe,startup_funding_2020,1
CrownIt,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Runnr,Consumer Internet,Bangalore,7000000.0,1,Private Equity,Safe,startup_funding_2020,1
Zolo,Consumer Internet,Noida,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Notion Press,Consumer Internet,Chennai,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
iAugmentor Labs,Technology,Gurgaon,149000.0,1,Seed Funding,Failed,startup_funding_2020,0
DayBox,Consumer Internet,Delhi,104000.0,1,Seed Funding,Failed,startup_funding_2020,0
Canvera,Consumer Internet,Bangalore,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Flyrobe,Ecommerce,Mumbai,5300000.0,1,Private Equity,Safe,startup_funding_2020,1
inclov,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Venture Catalysts,Consumer Internet,Mumbai,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
PressPlay TV,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Playment,Consumer Internet,Bangalore,700000.0,1,Private Equity,Safe,startup_funding_2020,1
WealthTrust,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Grab.in,Logistics,Mumbai,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Fulfil.IO,Consumer Internet,Us,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SeeDoc,Consumer Internet,Gurgaon,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
HappilyUnmarried,Ecommerce,Delhi,740000.0,1,Private Equity,Safe,startup_funding_2020,1
Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Ahmedabad,250000.0,1,Seed Funding,Failed,startup_funding_2020,0
Wedding Wishlist,Consumer Internet,Chennai,297000.0,1,Seed Funding,Failed,startup_funding_2020,0
AppDaily,Technology,Mumbai,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Adytude,Consumer Internet,Delhi,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
SpectraVR,Technology,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Trak N Tell,Technology,Gurgaon,3500000.0,1,Private Equity,Safe,startup_funding_2020,1
Overcart.com,Ecommerce,Gurgaon,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
SirionLabs,Technology,Gurgaon,12250000.0,1,Private Equity,Safe,startup_funding_2020,1
MintM,Consumer Internet,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
HitGrit,Consumer Internet,Chandigarh,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Find My Stay,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
YAAP,Consumer Internet,Delhi,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Utoo Cabs,Consumer Internet,Chennai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Urban Tailor,Consumer Internet,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
RentMojo,Consumer Internet,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
CityFurnish,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
HEAL Institute,Healthcare,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Augrav,Ecommerce,Coimbatore,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
ShoppinPal,Technology,Pune,1070000.0,1,Private Equity,Safe,startup_funding_2020,1
TransTutors / AskIITians,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
WorkApps,Technology,Pune,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
BankerBay,Consumer Internet,Bangalore,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
BaggOut,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SatvaCart,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Ridlr,Consumer Internet,Mumbai,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Yellowdig,Consumer Internet,Pune,650000.0,1,Seed Funding,Safe,startup_funding_2020,1
Zuppler,Consumer Internet,Delhi,650000.0,1,Seed Funding,Safe,startup_funding_2020,1
BlueStone,Ecommerce,Mumbai,30000000.0,1,Private Equity,Safe,startup_funding_2020,1
underDOGS,Technology,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
ImageProVision,Technology,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Sagacito,Technology,Delhi,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Deal4Loans / Wishfin,Consumer Internet,Noida,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
NiYO Solutions,Technology,Bangalore,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
AppLop,Consumer Internet,Gurgaon,250000.0,1,Seed Funding,Failed,startup_funding_2020,0
Tax2Win,Consumer Internet,Jaipur,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Truckola,Logistics,Mumbai,595000.0,1,Seed Funding,Safe,startup_funding_2020,1
iServe Financial,Consumer Internet,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
AbeRuk,Ecommerce,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Wiwigo,Consumer Internet,Bangalore,595000.0,1,Seed Funding,Safe,startup_funding_2020,1
Drums Food,Food & Beverage,Mumbai,1800000.0,1,Unknown,Failed,startup_funding_2020,0
Chikoop,Consumer Internet,Indore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
BRIDGEi2I,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Droom,Ecommerce,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Atomberg,Technology,Mumbai,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Limo,Consumer Internet,Mumbai,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
iCliniq,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
GoGo Truck,Consumer Internet,Chennai,75000.0,1,Seed Funding,Failed,startup_funding_2020,0
SillyMonks,Consumer Internet,Hyderabad,448000.0,1,Seed Funding,Failed,startup_funding_2020,0
CueMath,Education,Bangalore,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
Intgrea,Technology,Bangalore,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
HelpShift,Technology,Pune,23000000.0,1,Private Equity,Safe,startup_funding_2020,1
Grey Campus,Consumer Internet,Hyderabad,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
ListUp,Ecommerce,Mumbai,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
6Degree,Technology,Mumbai,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Shopwati,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Cookifi,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
StoreKing,Ecommerce,Bangalore,16000000.0,1,Private Equity,Safe,startup_funding_2020,1
Wired Hub,Real Estate,Jaipur,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
MySeniorDoctor,Consumer Internet,Gurgaon,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Teabox,Ecommerce,Siliguri,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ExtraaEdge,Consumer Internet,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
EPayLater,Technology,Mumbai,2000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Kyazoonga,Ecommerce,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kickstart Jobs,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Freshee,Fmcg,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Jazzmyride,Ecommerce,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
AutoSense,Technology,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Redsun Telematics,Consumer Internet,Chennai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
KhanaGadi,Consumer Internet,Jaipur,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Bombay Shirt Company,Ecommerce,Mumbai,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Matrubharti,Consumer Internet,Unknown,30000.0,1,Seed Funding,Failed,startup_funding_2020,0
EdTechReview,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Bonhomia,Food & Beverage,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Gobolt,Logistics,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Jivox,Technology,Bangalore,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Sminq,Consumer Internet,Pune,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
CureJoy,Consumer Internet,Bangalore,4400000.0,1,Private Equity,Safe,startup_funding_2020,1
Oneway.cab,Consumer Internet,Vadodara,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
GrabOnRent,Ecommerce,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Unnati Helpers,Consumer Internet,Gurgaon,600000.0,1,Private Equity,Safe,startup_funding_2020,1
Athletto,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Saavn,Consumer Internet,Usa,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
ThinkPhi,Technology,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Silvan Innovation Labs,Technology,Bangalore,900000.0,1,Private Equity,Safe,startup_funding_2020,1
GreytHR,Technology,Bangalore,5200000.0,1,Private Equity,Safe,startup_funding_2020,1
Duffl,Ecommerce,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
BYG,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Dipper,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Qonfuse,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
The Indian IRIS,Consumer Internet,Ahmedabad,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Onspoon,Consumer Internet,Mumbai,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
REstate,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ProcMart,Consumer Internet,Noida,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Celerix,Technology,Bangalore,400000.0,1,Seed Funding,Failed,startup_funding_2020,0
NatureNama,Consumer Internet,Mumbai,225000.0,1,Seed Funding,Failed,startup_funding_2020,0
CyclopsMedtech,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Syona Cosmetics,Fmcg,Chennai,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
SpiderG,Consumer Internet,Pune,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
The Uolo,Consumer Internet,Bangalore,210000.0,1,Seed Funding,Failed,startup_funding_2020,0
Staqu,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Padhopadhao,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Drivify,Consumer Internet,Mumbai,50000.0,1,Seed Funding,Failed,startup_funding_2020,0
ParaBlu,Technology,Bangalore,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Schedulers Logistics,Logistics,Mumbai,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
KabadiExpress,Others,Delhi,148000.0,1,Seed Funding,Failed,startup_funding_2020,0
